<<<<<<< HEAD:Dataset/filtered_data_wav.csv
path,sentence
common_voice_id_20954669.wav,silakan bekerja di sana
common_voice_id_20954704.wav,apakah saya harus membelikannya barang
common_voice_id_20954705.wav,pemandangan dari hotel sangat indah
common_voice_id_20954773.wav,silahkan memperpanjang visa
common_voice_id_20954774.wav,makan ikan bagus untuk kesehatanmu
common_voice_id_20954779.wav,makanan dan pelayanannya baik sekali
common_voice_id_20954835.wav,setiap jengkal pulau telah dijelajahi
common_voice_id_20954845.wav,bahkan tom sedikit terkejut
common_voice_id_20954851.wav,kereta ini pergi ke tokyo
common_voice_id_20955181.wav,itu bukan milikku
common_voice_id_20955186.wav,dia menikahi seorang gadis pilihannya
common_voice_id_20955187.wav,dia meninggal dunia kemarin siang
common_voice_id_20955221.wav,saya menjadi pendek
common_voice_id_20955245.wav,apakah anda mau kopi
common_voice_id_20955247.wav,mulut mu harimau mu
common_voice_id_35347313.wav,teleponnya rusak
common_voice_id_35347334.wav,saudaraku kecil tetapi kuat
common_voice_id_35347393.wav,dia terserang demam tinggi
common_voice_id_35347424.wav,saya ingin mendengar musik jepang
common_voice_id_35347426.wav,makan makanan yang sehat
common_voice_id_35347452.wav,siapa yang sedang membaca
common_voice_id_35347469.wav,jangan memaksakan diri
common_voice_id_35347500.wav,ada banyak air
common_voice_id_35347502.wav,apa cara terbaik melakukan itu
common_voice_id_35347547.wav,saya ingin main
common_voice_id_35347549.wav,saya belajar memasak dari ibu
common_voice_id_35347555.wav,saya senang ketika saya membaca
common_voice_id_35347563.wav,kaki kiri mary lumpuh
common_voice_id_35347572.wav,dia dikuburkan di kota kelahirannya
common_voice_id_35347574.wav,tanya rumahnya dimana
common_voice_id_35372909.wav,mengapa kamu tidak bekerja
common_voice_id_35372953.wav,saya menyalakan komputer
common_voice_id_35372980.wav,apa yang sedang kamu pikirkan
common_voice_id_35373006.wav,aku tidak bisa mengingat namanya
common_voice_id_35373011.wav,saya sedang makan nasi padang
common_voice_id_35373025.wav,saya menerima tawaran anda
common_voice_id_35373027.wav,kamu kelas berapa
common_voice_id_35373048.wav,dia mengambil daging dari piring
common_voice_id_35373049.wav,hatiku penuh dengan kebahagiaan
common_voice_id_35373053.wav,kita menyianyiakan minyak
common_voice_id_35373063.wav,semua jalan berakhir di roma
common_voice_id_35373067.wav,jangan bicara saat mulut penuh
common_voice_id_35373070.wav,dia selalu telat ke kelas
common_voice_id_35373108.wav,anda tidak boleh masuk
common_voice_id_35373135.wav,tinggalkan aku sendiri
common_voice_id_35373147.wav,kamu terlihat berbeda hari ini
common_voice_id_35373155.wav,tasnya tidak tertutup
common_voice_id_35373158.wav,tom sangat terkejut
common_voice_id_35373205.wav,saya bernyanyi sambil berdiri
common_voice_id_35373410.wav,tom melakukannya
common_voice_id_35373411.wav,saljunya menghilang
common_voice_id_35373429.wav,sungai ini bermuara di pasifik
common_voice_id_35373435.wav,ada gula ada semut
common_voice_id_23821237.wav,mereka masih belum bangun
common_voice_id_23821239.wav,forum tata kelola internet indonesia
common_voice_id_23821241.wav,lamalama dia kehilangan kesabaran
common_voice_id_23821245.wav,dia belum kembali dari gunung
common_voice_id_23821247.wav,dengan hasil yang demikian
common_voice_id_23821249.wav,makan apa malam ini
common_voice_id_23821250.wav,saya kesal
common_voice_id_23821254.wav,mau ke bogor atau bekasi
common_voice_id_23821256.wav,hidup itu harus berani
common_voice_id_23821260.wav,mulailah berlari
common_voice_id_23821261.wav,padi menunduk
common_voice_id_23821262.wav,hidup cuma sekali
common_voice_id_23821263.wav,dia belum datang
common_voice_id_23821264.wav,kalau seperti ini
common_voice_id_23821265.wav,siapa yang memberikan izin
common_voice_id_23821267.wav,apakah paris jauh
common_voice_id_23821268.wav,bisa membantu yang lain
common_voice_id_23821270.wav,jangan pernah menyerah apapun kesulitanmu
common_voice_id_23821272.wav,namanya juga usaha
common_voice_id_23821278.wav,tidak mungkin aku menginterogasi
common_voice_id_23821288.wav,jimmy terbiasa diolokolok temantemannya
common_voice_id_23821295.wav,gurunya galak
common_voice_id_23821299.wav,apakah ada uang masuk
common_voice_id_23821302.wav,aku hanya tersenyum dan menjawab
common_voice_id_23821304.wav,kamu sedang menunggu apa
common_voice_id_23821305.wav,dunia akan melihat kita
common_voice_id_23821313.wav,mereka mempunyai satu anak
common_voice_id_23821315.wav,ini sangat merepotkan
common_voice_id_23821317.wav,kamu harus bisa melakukannya
common_voice_id_23821318.wav,di australia sedang musim dingin
common_voice_id_23821324.wav,hidup seperti larry
common_voice_id_23821329.wav,apakah kamu sudah makan
common_voice_id_23821332.wav,triknya sabar saja
common_voice_id_23821343.wav,aku sakit
common_voice_id_23821344.wav,dengan memberi kontribusi ke kalian
common_voice_id_23821346.wav,ada apa saja di pyongyang
common_voice_id_23821347.wav,aku ingin menikmati waktu sendiri
common_voice_id_23821361.wav,aku di gunung
common_voice_id_23821362.wav,kamu tidak pulang
common_voice_id_25989933.wav,saya rasa saya akan melakukannya
common_voice_id_25989946.wav,a swingin affair
common_voice_id_25989950.wav,inilah alasan kehilangan yang utama
common_voice_id_25990040.wav,jean jatuh sakit karena stres
common_voice_id_25990267.wav,algoritma itu mudah untuk diimplementasikan
common_voice_id_25990545.wav,tubuh putranya tidak pernah ditemukan
common_voice_id_25990736.wav,pasti terlihat statis dan berjarak
common_voice_id_25990870.wav,ia dimakamkan di gateshead cemetery
common_voice_id_25994099.wav,dia dihukum empat bulan penjara
common_voice_id_25994112.wav,aku akan tunjukkan pada mereka
common_voice_id_25994128.wav,dia adalah seorang yahudi konservatif
common_voice_id_25289075.wav,tidakkah kamu tahu
common_voice_id_25289157.wav,omongomong malam ini ada waktu
common_voice_id_25295023.wav,tolong ambilkan garam ini silahkan
common_voice_id_25295024.wav,rumahku dirancang agar tahan gempa
common_voice_id_25295026.wav,dia tidur seperti bayi
common_voice_id_25295695.wav,apa kamu sedang terburuburu
common_voice_id_25295697.wav,jangan bicara saat mulut penuh
common_voice_id_25295716.wav,truk itu sedang dalam perawatan
common_voice_id_25295717.wav,aku selalu berjalan ke sekolah
common_voice_id_25295779.wav,atap genting itu menghilang
common_voice_id_25295793.wav,kare ini sangat pedas
common_voice_id_25297157.wav,tanda telah matang
common_voice_id_25297553.wav,tom berlaku seolaholah tidak mendengarkan
common_voice_id_25297556.wav,kameraku tahan air
common_voice_id_25297557.wav,apakah dia tom
common_voice_id_25297563.wav,tolong tunggu sebentar
common_voice_id_25300525.wav,mereka mempunyai satu anak
common_voice_id_25300526.wav,ini film kuno jepang
common_voice_id_25300528.wav,lamaran tom tidak diterima
common_voice_id_25303208.wav,apa yang orang tersebut katakan
common_voice_id_25303209.wav,hari ini tidak dingin
common_voice_id_25303210.wav,aku menggenggam sebuah buku
common_voice_id_25303211.wav,aku ingin tanya kamu
common_voice_id_25303226.wav,silakan menunggu di ruang tunggu
common_voice_id_25303229.wav,begitu
common_voice_id_25303239.wav,mungkin dia sedang sakit
common_voice_id_25303242.wav,di kelas ada seorang murid
common_voice_id_25303270.wav,rumah saya kecil dan sempit
common_voice_id_25303271.wav,orang cina suka bekerja keras
common_voice_id_25303278.wav,tunggu sebentar tom
common_voice_id_25303291.wav,apa ada biaya pengiriman
common_voice_id_25303302.wav,lepaskan tanganmu dari saya
common_voice_id_25303327.wav,sudah jam sebelas
common_voice_id_25303329.wav,ucapkan selamat tinggal
common_voice_id_25303335.wav,kandang ayam itu sedang diperbaiki
common_voice_id_25303358.wav,aku tidak mau difoto
common_voice_id_25303380.wav,jangan membuatku kembali ke sana
common_voice_id_25303381.wav,berkata lebih baik daripada diam
common_voice_id_25303382.wav,senyum adalah ibadah
common_voice_id_25303384.wav,tinggalkan aku sendiri sekarang
common_voice_id_25303570.wav,tom melakukannya
common_voice_id_25303598.wav,aku menunggu balasanmu ya
common_voice_id_25303599.wav,engsel pintu tersebut rusak
common_voice_id_24931031.wav,semua makanan sudah tidak ada
common_voice_id_24931032.wav,namamu berada pada daftar diatas
common_voice_id_24931035.wav,bagaimana cara memasak makanan ini
common_voice_id_24931036.wav,di mana kamar kecilnya
common_voice_id_24931044.wav,tidak ada orang yang sempurna
common_voice_id_24931047.wav,makan makanan yang sehat
common_voice_id_24931048.wav,terus kenapa
common_voice_id_24931053.wav,gantung pakaian ini pada gantungan
common_voice_id_24931058.wav,tom terlihat mengkhawatirkan sesuatu
common_voice_id_24931059.wav,mandilah dua kali sehari
common_voice_id_24931061.wav,tolong tekan tombolnya
common_voice_id_24931064.wav,pelajaran ini sangat menarik
common_voice_id_24931065.wav,buku siapa ini
common_voice_id_24931066.wav,lepas jasmu dan silakan bersantai
common_voice_id_24931068.wav,dia selalu kekurangan uang
common_voice_id_24931076.wav,temanteman tolong bantu unggah ini
common_voice_id_24931083.wav,saya ingin ini dan itu
common_voice_id_24931085.wav,bin tinggal di singapura
common_voice_id_24931086.wav,kemana saja kamu selama ini
common_voice_id_24931093.wav,kompleks perumahan itu jauh sekali
common_voice_id_24931102.wav,kare adalah makanan india
common_voice_id_24931103.wav,selamat datang di tempat penerjemahan
common_voice_id_24931120.wav,tidak ada yang memahami saya
common_voice_id_24931123.wav,burungnya ada di atas langit
common_voice_id_24931124.wav,dia lebih tinggi daripada saya
common_voice_id_24931125.wav,bisakah kamu lebih pelan
common_voice_id_24931129.wav,kenapa kamu lama sekali
common_voice_id_24931130.wav,semuanya seribu enam ratus yen
common_voice_id_24931131.wav,rumahku menghadap selatan
common_voice_id_24931139.wav,maaf membuatmu menunggu begitu lama
common_voice_id_24931140.wav,tom sangat suka bermain gitar
common_voice_id_24931141.wav,rapat itu diadakan di sini
common_voice_id_24931147.wav,bayar pajak nggak salah tuh
common_voice_id_24931155.wav,mendingan naik ojek daripada bus
common_voice_id_24931158.wav,makan itu kebutuhan pokok
common_voice_id_24931167.wav,anjing itu nampaknya sakit
common_voice_id_24931169.wav,kemarin aku makan gadogado
common_voice_id_24931171.wav,kami sudah menghapus data mahasiswa
common_voice_id_24931172.wav,nenek pak kobayashi memakai kacamata
common_voice_id_24931180.wav,ruangannya sempit
common_voice_id_24931183.wav,jangan membuatku tertawa
common_voice_id_24931185.wav,apakah anda merasa bersalah
common_voice_id_24931190.wav,kapan ulang tahunmu
common_voice_id_24931191.wav,makanan dan pelayanannya baik sekali
common_voice_id_24931192.wav,kamu dapat beristirahat sampai malam
common_voice_id_24931200.wav,kapan kamu pulang ke rumah
common_voice_id_24931201.wav,kata sandinya adalah muiriel
common_voice_id_24931202.wav,sudah jam tujuh
common_voice_id_24931205.wav,mereka sedang mencari kebahagian
common_voice_id_24931206.wav,tidur kalian jangan bergadang
common_voice_id_24931209.wav,saya mencintaimu selamanya
common_voice_id_20953537.wav,banyak orang meninggal
common_voice_id_20953542.wav,kapal akan berlabuh di cadiz
common_voice_id_20953588.wav,aku sudah tidak tahan lagi
common_voice_id_20953589.wav,majalah apapun boleh
common_voice_id_20953591.wav,memberi lebih baik daripada diberi
common_voice_id_20953631.wav,saya ingin mengunjungi fiji
common_voice_id_20953681.wav,kedua orang tuanya baikbaik saja
common_voice_id_20953699.wav,datanya sama sekali tidak akurat
common_voice_id_20953702.wav,rumah itu milikku
common_voice_id_20953723.wav,tanaman tersebut perlu di siram
common_voice_id_20953738.wav,tolong nyalakan lampu
common_voice_id_20953760.wav,pak kimura sangat lucu
common_voice_id_20953809.wav,buku di dalam tas
common_voice_id_20953818.wav,dia mencoba berhenti merokok
common_voice_id_20953822.wav,tom harus membersihkan kamarnya
common_voice_id_20953890.wav,anda membuat saya bosan
common_voice_id_20953891.wav,bahkan tom sedikit terkejut
common_voice_id_20953938.wav,apa yang sedang kamu lakukan
common_voice_id_20953944.wav,belajar bersama menyenangkan
common_voice_id_20953985.wav,besok dia di rumah
common_voice_id_20953989.wav,semuanya ada sepuluh
common_voice_id_20953994.wav,anda bisa mengunjungi saya besok
common_voice_id_20953995.wav,jangan bilang siapasiapa
common_voice_id_20954023.wav,janganlah kau terus bermuram durja
common_voice_id_20954031.wav,rumah adalah tempat kita pulang
common_voice_id_20954053.wav,semuanya ingin duduk disampingnya
common_voice_id_20954062.wav,polisi itu mengejarmu
common_voice_id_20954095.wav,yang mana yang paling enak
common_voice_id_20954096.wav,apakah kalian setuju
common_voice_id_20954102.wav,pelajaran mulai pukul sembilan pagi
common_voice_id_20954124.wav,nampaknya hujan
common_voice_id_20954125.wav,pemasukannya berkurang setengah setelah pensiun
common_voice_id_20954209.wav,dengarkan baikbaik maksud perkataan saya
common_voice_id_20954212.wav,makan pagi telah dipesan
common_voice_id_20954214.wav,dia menunjukkan maksudnya yang sebenarnya
common_voice_id_20954260.wav,pulau itu ditemukan oleh siapa
common_voice_id_20954261.wav,anak perempuan itu melompat
common_voice_id_20954262.wav,makan ikan bagus untuk kesehatanmu
common_voice_id_20953939.wav,apa yang sedang kamu lihat
common_voice_id_20953942.wav,kembali ke tempat dudukmu
common_voice_id_20953945.wav,warna kesukaan saya adalah biru
common_voice_id_20953947.wav,aku ingin minum kopi
common_voice_id_20954003.wav,hanya sepuluh menitan berjalan kaki
common_voice_id_20954012.wav,yang mana yang paling enak
common_voice_id_20954181.wav,tolong berikan selembar kertas
common_voice_id_20954190.wav,ini bukan ikan
common_voice_id_20954192.wav,seperti ayah seperti anak
common_voice_id_20954230.wav,aku merindukanmu
common_voice_id_20954232.wav,saya meletakkan buku di meja
common_voice_id_20954233.wav,bukankah tom sungguh menyukai berenang
common_voice_id_20954235.wav,aku tidak menyukai alice
common_voice_id_20954285.wav,kapan terakhir kali kamu menari
common_voice_id_20954339.wav,selamat liburan
common_voice_id_20954342.wav,saya mengangkat tangan ke atas
common_voice_id_20954343.wav,asalkan beberapa orang memahamiku
common_voice_id_20954345.wav,tidak tidak sakit
common_voice_id_20954441.wav,ini sangat menyedihkan
common_voice_id_20954446.wav,rambut anak itu hitam
common_voice_id_20954512.wav,kuenya terlalu manis
common_voice_id_20954514.wav,kemarin tom menonton televisi
common_voice_id_20954517.wav,tom mengunci dirinya dalam kamar
common_voice_id_20954564.wav,aku ingin kertas
common_voice_id_20954565.wav,bola sepak itu kempis
common_voice_id_20954566.wav,saya pulang ke rumah
common_voice_id_20954567.wav,kami sekelas keluar jalanjalan
common_voice_id_20954679.wav,tolong matikan lampu kamar
common_voice_id_20954684.wav,penonton tersebut nampak bosan
common_voice_id_20954688.wav,kemarin saya kehilangan kunci
common_voice_id_20954761.wav,di atas meja ada buku
common_voice_id_20954826.wav,doktor membujuknya untuk berhenti merokok
common_voice_id_20954830.wav,tom bisakah kamu lebih pelan
common_voice_id_20954922.wav,dia bisa berbicara empat bahasa
common_voice_id_20955006.wav,satu hari itu sangat singkat
common_voice_id_20955009.wav,saya memesan masakan ini
common_voice_id_20955057.wav,kecelakaan itu mengakibatkan kemacetan
common_voice_id_20955059.wav,ini tidak mahal
common_voice_id_20955060.wav,pernahkah kamu memikirkan tentang tom
common_voice_id_20955188.wav,susah sekali memuaskan semua pihak
common_voice_id_20955196.wav,aku sedang berbicara dengan muridku
common_voice_id_20955249.wav,sepatu ini tua
common_voice_id_20955250.wav,saya punya dua ikan merah
common_voice_id_20955253.wav,tom terlihat terkejut
common_voice_id_20953799.wav,dia orang pertama yang tiba
common_voice_id_20953808.wav,saya mengetahui nama binatang itu
common_voice_id_20953810.wav,hari ini sangat menyenangkan
common_voice_id_20953887.wav,biasanya kami memanggil dia toshi
common_voice_id_20953895.wav,pekerjaanku telah selesai
common_voice_id_20953901.wav,sekarang pukul tujuh pagi
common_voice_id_20953903.wav,tom terjatuh ke dalam kolam
common_voice_id_20953908.wav,apakah kamu mengenal mereka
common_voice_id_20954002.wav,agenda berikutnya adalah istirahat
common_voice_id_20954044.wav,dia bilang begitu
common_voice_id_20954047.wav,saya ingin pergi
common_voice_id_20954083.wav,makasih
common_voice_id_20954090.wav,apakah masih hujan
common_voice_id_20954194.wav,jagalah kebersihan kelasmu
common_voice_id_20954236.wav,ulang tahunmu semakin dekat
common_voice_id_20954237.wav,masa kecilku menyenangkan
common_voice_id_20954241.wav,kakak perempuan saya cantik
common_voice_id_20954309.wav,burung sedang minum air
common_voice_id_20954312.wav,dia menunjukkan maksudnya yang sebenarnya
common_voice_id_20954313.wav,jangan berdiri terlalu lama
common_voice_id_20954442.wav,lima menit lagi pelajaran selesai
common_voice_id_20954453.wav,ya saya mengerti
common_voice_id_20954454.wav,televisi tidak baik untuk mata
common_voice_id_20954455.wav,dapatkah kamu melihatku tom
common_voice_id_20954456.wav,mary menolak undangan ke konser
common_voice_id_20954482.wav,alam semesta penuh dengan misteri
common_voice_id_20954485.wav,lampu sudah dimatikan
common_voice_id_20954490.wav,sialan
common_voice_id_20954663.wav,semua ini membosankan
common_voice_id_20954665.wav,tahu sebelum terjadi
common_voice_id_20954670.wav,dia sedang menangis
common_voice_id_20954726.wav,aku sangat suka lagu ini
common_voice_id_20954730.wav,tom lahir di mana
common_voice_id_20954805.wav,pekerjaan saya sibuk tetapi menarik
common_voice_id_20954809.wav,percobaannya berhasil
common_voice_id_20954883.wav,saya besok pergi ke kedutaan
common_voice_id_20954888.wav,saya tidak mengerti
common_voice_id_20954956.wav,keberatan anda telah dicatat
common_voice_id_20954961.wav,terkadang ia berperilaku aneh
common_voice_id_20955010.wav,makanan kesukaan anda apa
common_voice_id_20955022.wav,tom meletakkan sendoknya
common_voice_id_20955063.wav,tolong tanyain dong sama dia
common_voice_id_20955109.wav,saya tidak mencari apa apa
common_voice_id_20955112.wav,pikir dulu lalu ngomong
common_voice_id_20955154.wav,ini pulpen
common_voice_id_20955206.wav,kami punya dua orang anak
common_voice_id_25274559.wav,kami berharap hargaharga akan turun
common_voice_id_25274568.wav,rumahku dekat dengan pemberhentian bis
common_voice_id_25274570.wav,isi botolnya dengan air
common_voice_id_25274622.wav,tolong perlihatkan yang ini
common_voice_id_25274625.wav,ayah saya seorang guru
common_voice_id_25274635.wav,jawabanmu benar
common_voice_id_25274652.wav,saya mencuci bajuku sampai bersih
common_voice_id_25274656.wav,john tiba di jepang kemarin
common_voice_id_25274662.wav,barusan aku melihat tom
common_voice_id_25274665.wav,tanda telah matang
common_voice_id_25274673.wav,tom aku ingin menunjukkan sesuatu
common_voice_id_25287083.wav,ini komputer saya
common_voice_id_25287101.wav,dia masih di bawah umur
common_voice_id_25287118.wav,abbot membunuh mary
common_voice_id_25287122.wav,kamu kelas berapa
common_voice_id_25287142.wav,orang menebangi pohonpohon disamping jalan
common_voice_id_25287147.wav,dia menceritakan pengalamannya
common_voice_id_25287149.wav,saya berumur sembilan belas tahun
common_voice_id_25287153.wav,naoko tinggal di rumah putih
common_voice_id_25287167.wav,apakah menurutmu dia akan memaafkanku
common_voice_id_25287182.wav,apakah ibumu di rumah
common_voice_id_25287197.wav,dia masih hidup
common_voice_id_25287217.wav,di mana kita akan bertemu
common_voice_id_25287218.wav,vas itu pecah berkepingkeping
common_voice_id_25287237.wav,mungkin tom akan menyukai itu
common_voice_id_25287238.wav,kamu memakai sweter terbalik
common_voice_id_25322425.wav,apa kamu baik baik saja
common_voice_id_25322428.wav,kamu tidak perlu membangunkanku
common_voice_id_25322454.wav,dia bersalaman dengan temannya
common_voice_id_25322455.wav,kemarin saya memotong pohon
common_voice_id_25322469.wav,di mana bank terdekat
common_voice_id_25322496.wav,kamu pergi dijalan yang salah
common_voice_id_25322497.wav,saya minum kopi tanpa susu
common_voice_id_25322499.wav,aku malu pada diriku sendiri
common_voice_id_25322501.wav,dia lari menyelamatkan diri
common_voice_id_25322519.wav,bagaimana kalau minuman
common_voice_id_25322535.wav,aku takut datang terlambat
common_voice_id_25322563.wav,jadi kamu menyerah benar
common_voice_id_25322568.wav,jaga tanganmu tetap bersih
common_voice_id_25322583.wav,tom terlihat sangat terkejut
common_voice_id_25322607.wav,tom butuh mengikuti saran saya
common_voice_id_25322613.wav,apakah anda pernah ke amerika
common_voice_id_25322615.wav,lakukan apapun yang diperlukan
common_voice_id_25322628.wav,apakah kamu setuju
common_voice_id_25322632.wav,masalah ini tidak akan selesai
common_voice_id_20362157.wav,dapatkah kamu meletakannya di meja
common_voice_id_20362159.wav,rumahku menghadap ke laut
common_voice_id_20362231.wav,dia telah ditangkap oleh polisi
common_voice_id_20362232.wav,kami semua bahagia
common_voice_id_20362233.wav,kamu bisa meminta bantuan darinya
common_voice_id_20362234.wav,besok saya akan bisa istirahat
common_voice_id_20362236.wav,dia telah menulis sebuah surat
common_voice_id_20362237.wav,ini mengejutkan
common_voice_id_20362238.wav,kamu sudah makan malam
common_voice_id_20362262.wav,saya akan menelponmu besok pagi
common_voice_id_20362263.wav,apakah anda punya mobil
common_voice_id_20362280.wav,manusia berusaha tuhan yang mengaturnya
common_voice_id_20362282.wav,mandilah dua kali sehari
common_voice_id_20362285.wav,anda harus membantunya
common_voice_id_20362287.wav,dimanakah rumah sakit terdekat
common_voice_id_20362296.wav,saya masih berpikir tom bersalah
common_voice_id_20362298.wav,musim kemarau telah tiba
common_voice_id_20362306.wav,ambilah jalan yang benar
common_voice_id_20362309.wav,ini untuk penggunaan dalam
common_voice_id_20362322.wav,saya takut mati
common_voice_id_20362348.wav,dia memiliki rambut yang kering
common_voice_id_20362355.wav,saya pergi ke sekolah
common_voice_id_20362357.wav,pilot akan menjalani tes narkoba
common_voice_id_20362370.wav,dia selalu kekurangan uang
common_voice_id_20362371.wav,apakah ini anak lakilakimu betty
common_voice_id_20362386.wav,namanya dikenal diseluruh dunia
common_voice_id_20362387.wav,ada seekor kucing
common_voice_id_20362389.wav,aku harap aku bisa melakukannya
common_voice_id_20362403.wav,kapan ulang tahunmu
common_voice_id_20362404.wav,saya memasukkan kartu ke dompet
common_voice_id_20362540.wav,aku ingin membuat penawaran
common_voice_id_20362543.wav,kereta akan tiba di stasiun
common_voice_id_20362546.wav,apa yang anda inginkan
common_voice_id_20362554.wav,maaf membuatmu menunggu begitu lama
common_voice_id_20362566.wav,saya mau yang itu
common_voice_id_20362567.wav,di atas meja ada asbak
common_voice_id_20362587.wav,kamu harus menemukan pekerjaan
common_voice_id_20362598.wav,apakah anda tahu perbedaannya
common_voice_id_20362599.wav,hampir tiga ribu orang mati
common_voice_id_20362600.wav,pak tanaka memakai dasi hijau
common_voice_id_20362631.wav,sebaiknya kamu pakai jasmu
common_voice_id_20362634.wav,itu tidak akan terjadi
common_voice_id_20362649.wav,apa yang ingin kamu katakan
common_voice_id_20362653.wav,sudah jam sebelas
common_voice_id_20362654.wav,uang saya habis
common_voice_id_20362672.wav,cuaca hari ini mendung berawan
common_voice_id_20362673.wav,dia selalu penuh dengan semangat
common_voice_id_20362675.wav,tidak
common_voice_id_20900231.wav,lelucon anda tidak lucu
common_voice_id_20900233.wav,dia tidak bersemangat lagi
common_voice_id_20900234.wav,tidak ada yang harus tahu
common_voice_id_20900237.wav,segeralah kembali
common_voice_id_20900238.wav,ini istri saya edita
common_voice_id_20900241.wav,keluargaku keluarga besar
common_voice_id_20900248.wav,saya tidak bisa bahasa jepang
common_voice_id_20900250.wav,apakah anda siap
common_voice_id_20900252.wav,makin hari makin dingin
common_voice_id_20900254.wav,anda penyewa atau pemilik
common_voice_id_20900261.wav,salah satu mesin pesawat mati
common_voice_id_20900262.wav,kuliahnya berjalan lancar
common_voice_id_20900264.wav,sekarang ini pertandingan dimulai
common_voice_id_20900265.wav,tinggalkan buku di tempat asalnya
common_voice_id_20900266.wav,tibatiba lampu padam
common_voice_id_20900267.wav,semua tergantung cuaca
common_voice_id_20900268.wav,dia tidak suka berkelahi
common_voice_id_20900271.wav,jaga tanganmu tetap bersih
common_voice_id_20900273.wav,dia akan pulang kerumah besok
common_voice_id_20900274.wav,pewawancara memperkenalkan topik dari wawancara
common_voice_id_20900277.wav,tom mulai membersihkan meja
common_voice_id_20900278.wav,sekolah sedang libur
common_voice_id_20900279.wav,kapan kamu pulang ke rumah
common_voice_id_20900282.wav,apakah kamu baikbaik saja tom
common_voice_id_20900283.wav,kamar hotel ini sangat cantik
common_voice_id_20900286.wav,dia menangis sepanjang malam
common_voice_id_20900295.wav,kalau begitu saya mohon bantuannya
common_voice_id_20900296.wav,semua makanan sudah tidak ada
common_voice_id_20900298.wav,masih ada cukup waktu
common_voice_id_20900302.wav,gordon melamun terus minggu ini
common_voice_id_20900303.wav,aku tidak melihat tom
common_voice_id_20900304.wav,anaknya ingin menjadi pengacara
common_voice_id_20900305.wav,ibu kimura memakai rok imut
common_voice_id_20900313.wav,mungkin kamu berusaha terlalu keras
common_voice_id_20900314.wav,saya keluar memakai sepatu baru
common_voice_id_20900317.wav,aku sudah tidak tahan lagi
common_voice_id_20900318.wav,saya akan menurunkanmu di stasiun
common_voice_id_20900319.wav,kita hidup dalam damai
common_voice_id_20900320.wav,itu yang sedang kucari
common_voice_id_20900321.wav,dia membuat penemuan ilmiah penting
common_voice_id_20900327.wav,ini yang terakhir
common_voice_id_20900328.wav,nenek pak kobayashi memakai kacamata
common_voice_id_20900330.wav,ada banyak misteri dalam kehidupan
common_voice_id_20900332.wav,aku seorang esperantis
common_voice_id_20900333.wav,pak guru mengeluarkan pertanyaan
common_voice_id_20900334.wav,semoga hari anda menyenangkan
common_voice_id_20900335.wav,tom berlari ke danau
common_voice_id_20900336.wav,hobiku mengumpulkan kupukupu cantik
common_voice_id_20900337.wav,saya ingin satu buah apel
common_voice_id_20900338.wav,dia penuh dengan kualitas
common_voice_id_20900339.wav,kota ini jalannya sempit
common_voice_id_20900341.wav,aku tidak ingin hidup denganmu
common_voice_id_20900342.wav,atas nama tuhan
common_voice_id_20900345.wav,tom mengisi gelas dengan air
common_voice_id_20900347.wav,itu milik pak tanaka
common_voice_id_20900348.wav,hobiku memancing ikan
common_voice_id_20900350.wav,kalimat mana yang dia suka
common_voice_id_20900351.wav,waktu berlalu begitu cepat
common_voice_id_19761086.wav,saya tidak boleh makan daging
common_voice_id_19761095.wav,dia sangat mirip dengan ayahnya
common_voice_id_19761097.wav,kamu pergi dijalan yang salah
common_voice_id_19761118.wav,dia telah berhenti merokok
common_voice_id_19761123.wav,lagu ini mudah dipelajari
common_voice_id_19761141.wav,nancy takut anjing
common_voice_id_19761144.wav,apa pekerjaan anda
common_voice_id_19761147.wav,bukankah tom terlihat lelah
common_voice_id_19761150.wav,dia membuka pintu
common_voice_id_19761151.wav,kamu dapat beristirahat sampai malam
common_voice_id_19761162.wav,itu benar
common_voice_id_19761165.wav,air kolam renang dingin
common_voice_id_19761174.wav,saya senang ketika saya membaca
common_voice_id_19761178.wav,ini harus dicuci
common_voice_id_19761212.wav,saya tidak bodoh
common_voice_id_19761214.wav,tom mengatur meja
common_voice_id_19761215.wav,tom tidak pernah meninggalkan rumah
common_voice_id_19761216.wav,anak lakilakiku membuatku kecewa
common_voice_id_19761217.wav,dia berhasil dalam ujian itu
common_voice_id_19761236.wav,rumah saya kecil dan sempit
common_voice_id_19761245.wav,sayangnya dia menolak datang
common_voice_id_19761249.wav,tom mencucukkan pensilnya kedalam lubang
common_voice_id_19761251.wav,tamu memiliki mata yang tajam
common_voice_id_19761262.wav,aku menunjukkan kamarku padanya
common_voice_id_19761264.wav,kenapa tidak dicoba
common_voice_id_19761265.wav,adakah orang yang mampir
common_voice_id_19761287.wav,ini majalah otomotif
common_voice_id_19761288.wav,tolong berbicara dengan lebih pelan
common_voice_id_19761289.wav,saya ingin mendengar musik jepang
common_voice_id_19761312.wav,kandang ayam itu sedang diperbaiki
common_voice_id_19761323.wav,kalimat mana yang dia pilih
common_voice_id_19761328.wav,tom sangat menyukai mary
common_voice_id_19761329.wav,kita harus tetap tenang
common_voice_id_19761338.wav,pak matsui pandai menulis huruf
common_voice_id_19761339.wav,tadi itu cepat
common_voice_id_19761343.wav,jadi siapa namamu
common_voice_id_19761363.wav,kosong sama dengan nol
