Text,Label
Orang ini merasa sedikit nyeri di pergelangan kaki setelah bermain bola dengan teman-teman.,Low
Seorang wanita merasa lelah ringan setelah bekerja membersihkan rumah sepanjang hari.,Low
Orang ini merasa matanya sedikit lelah setelah menatap layar ponsel selama berjam-jam.,Low
Korban kecelakaan helikopter ditemukan dengan luka parah dan membutuhkan bantuan segera.,High
Ada kebakaran besar di hotel beberapa tamu terjebak di lantai atas dan terluka.,High
Ledakan di kilang minyak menyebabkan banyak pekerja mengalami luka bakar serius.,High
Orang ini ditemukan tidak bernapas setelah tertimpa reruntuhan akibat gempa bumi.,High
Seorang anak tersedak mainan kecil dan tidak memberikan respons situasi sangat kritis.,High
Korban kecelakaan kereta api ditemukan dengan pendarahan berat di bagian kaki.,High
Ada kebakaran besar di kapal pesiar banyak penumpang mengalami sesak napas.,High
Seorang pria mengalami serangan stroke mendadak saat bekerja di kantor.,High
Orang ini mengeluh nyeri di pergelangan tangan setelah mencoba membuka botol keras.,Medium
Seorang wanita merasa sakit kepala hebat setelah menatap layar komputer sepanjang hari.,Medium
Orang ini mengalami luka ringan di kaki akibat terjatuh dari tangga kecil.,Medium
Seorang pria merasa sedikit mual setelah makan makanan yang terlalu pedas.,Medium
Orang ini mengalami sakit punggung ringan setelah mengangkat benda berat tanpa persiapan.,Medium
Seorang wanita mengeluh lelah setelah berdiri sepanjang hari di dapur.,Medium
Setelah berada terlalu lama di ruangan dengan ventilasi buruk orang ini merasa pusing berat mual dan kesulitan bernapas.,Medium
Seorang anak mengeluhkan tenggorokan gatal setelah bermain di luar dalam cuaca berdebu.,Medium
Saya merasa sedikit tidak nyaman di leher setelah tidur terlalu lama di satu posisi.,Low
Orang ini merasa pegal ringan di tangan setelah mengetik sepanjang malam untuk tugas sekolah.,Low
Seorang wanita merasa lelah setelah berjalan jauh di pusat kota tanpa istirahat.,Low
Orang ini merasa matanya kering setelah menggunakan lensa kontak sepanjang hari.,Low
Seorang pria merasa kulitnya gatal ringan setelah bermain di taman dengan banyak serbuk sari.,Low
Orang ini merasa sedikit tidak nyaman di punggung setelah duduk di kursi tanpa sandaran.,Low
Seorang anak merasa pegal ringan di kaki setelah bermain sepak bola sepanjang sore.,Low
Orang ini merasa sedikit pusing setelah seharian bekerja di bawah lampu terang.,Low
Seorang pria ditemukan tidak bernapas setelah kecelakaan mobil di jalan tol.,High
Korban ledakan pabrik ditemukan dengan luka bakar serius situasi sangat mendesak.,High
Ada kebakaran besar di pusat perbelanjaan banyak pengunjung terjebak dan terluka.,High
Seorang anak ditemukan tenggelam di sungai tanpa tanda-tanda pernapasan segera kirim bantuan.,High
Orang ini tertimpa dinding bangunan yang runtuh akibat gempa besar.,High
Ada insiden kebakaran di rumah sakit beberapa pasien tidak dapat dievakuasi tepat waktu.,High
Korban kecelakaan kapal ditemukan tidak sadarkan diri dengan luka serius di kepala.,High
Seorang pria mengalami serangan jantung saat sedang berjalan di taman.,High
Orang ini merasa sakit kepala hebat setelah bekerja di ruangan yang terlalu panas.,Medium
Seorang wanita mengeluhkan nyeri ringan di kaki setelah terjatuh dari tangga kecil.,Medium
Orang ini mengalami mual setelah makan makanan pedas di restoran lokal.,Medium
Seorang anak terluka kecil di lutut setelah bermain skateboard di jalanan.,Medium
Orang ini merasa nyeri ringan di pergelangan tangan setelah mencoba mengangkat benda berat.,Medium
Seorang pria merasa pusing ringan setelah seharian bekerja tanpa istirahat.,Medium
Orang ini mengalami sakit punggung setelah mengangkat beban berat tanpa pemanasan.,Medium
Seorang wanita merasa lelah setelah berdiri sepanjang hari di acara pernikahan keluarga.,Medium
Saya merasa sedikit tidak nyaman di kaki setelah berjalan-jalan di taman sepanjang sore.,Low
Orang ini merasa matanya kering setelah membaca buku terlalu lama di cahaya redup.,Low
Seorang anak merasa kulitnya gatal setelah bermain di taman yang berdebu.,Low
Orang ini merasa sedikit tidak enak badan setelah makan makanan berminyak di warung.,Low
Seorang pria merasa lelah ringan setelah berjalan jauh tanpa sepatu yang mendukung.,Low
Orang ini merasa sedikit tidak nyaman di leher setelah tidur dengan bantal yang terlalu tinggi.,Low
Seorang wanita merasa pegal ringan di bahu setelah membawa tas berat sepanjang hari.,Low
Orang ini merasa tenggorokannya sedikit kering setelah berbicara lama di konferensi.,Low
Korban tabrakan kereta dan bus ditemukan dengan luka serius membutuhkan bantuan segera.,High
Ledakan di gudang bahan bakar menyebabkan banyak pekerja terluka parah akibat kebakaran.,High
Seorang anak tenggelam di kolam renang umum dan tidak memberikan respons saat dievakuasi.,High
Ada kebakaran besar di gedung perkantoran banyak karyawan terjebak di dalam.,High
Orang ini tertimpa runtuhan bangunan setelah longsor kondisinya sangat kritis.,High
Korban kecelakaan helikopter ditemukan tidak sadarkan diri dengan luka bakar berat.,High
Seorang pria mengalami kejang mendadak di jalan raya situasi sangat mendesak.,High
Ada insiden kebakaran di panti jompo banyak penghuni tidak dapat keluar tepat waktu.,High
Seorang wanita mengalami cedera ringan di pergelangan kaki setelah terpeleset di dapur.,Medium
Orang ini merasa pusing setelah berada di ruangan tanpa ventilasi selama berjam-jam.,Medium
Seorang pria mengeluh sakit kepala berat setelah bekerja di bawah lampu terang sepanjang hari.,Medium
Orang ini mengalami luka ringan di jari akibat terpeleset di lantai kamar mandi.,Medium
Seorang anak mengeluhkan ruam di tangan setelah bermain di taman bermain kotor.,Medium
Orang ini merasa mual setelah makan makanan berminyak di sebuah restoran.,Medium
Seorang wanita mengeluhkan sakit ringan di bahu setelah membawa tas yang terlalu berat.,Medium
Orang ini merasakan pegal di punggung setelah mengangkat benda kecil di rumah dan mulai merasa tidak nyaman.,Medium
Saya merasa sedikit lelah setelah berjalan jauh di kebun binatang sepanjang pagi.,Low
Orang ini merasa matanya sedikit kering setelah bekerja di depan layar komputer.,Low
Seorang anak merasa tenggorokannya gatal setelah berlari di bawah terik matahari.,Low
Orang ini merasa sedikit tidak nyaman di leher setelah menggunakan bantal yang terlalu tinggi.,Low
Seorang pria merasa pegal ringan di kaki setelah seharian berdiri di tempat kerja.,Low
Orang ini merasa kulitnya sedikit kering setelah berenang di kolam air asin.,Low
Seorang wanita merasa tenggorokannya sedikit kering setelah berbicara panjang di acara.,Low
Orang ini merasa sedikit tidak nyaman di pergelangan tangan setelah bermain tenis.,Low
Seorang pria ditemukan tidak bernapas setelah kecelakaan serius di jalan tol.,High
Ledakan di kapal tanker menyebabkan luka bakar parah pada banyak awak kapal.,High
Korban longsor di desa terpencil membutuhkan evakuasi segera situasi sangat kritis.,High
Ada kebakaran besar di gedung universitas beberapa mahasiswa terjebak di lantai atas.,High
Orang ini tertimpa material bangunan saat gempa bumi kondisinya sangat parah.,High
Korban tabrakan bus pariwisata ditemukan tidak sadarkan diri dengan luka serius.,High
Seorang anak tenggelam di danau selama piknik keluarga dan tidak memberikan respons.,High
Korban ledakan di restoran mengalami cedera serius akibat pecahan kaca.,High
Orang ini merasa nyeri ringan di punggung bawah setelah bekerja seharian di gudang.,Medium
Seorang wanita mengalami ruam kecil di tangan setelah menggunakan sabun baru.,Medium
Orang ini merasa pusing setelah berada di ruangan dengan ventilasi buruk selama beberapa jam.,Medium
Seorang pria terluka kecil di kaki setelah terpeleset di lantai yang licin.,Medium
Orang ini mengeluhkan sakit kepala ringan setelah terpapar suara bising sepanjang hari.,Medium
Seorang anak mengalami nyeri di lutut setelah bermain bola dengan teman-temannya.,Medium
Orang ini merasa mual ringan setelah makan makanan pedas di pesta keluarga.,Medium
Seorang wanita merasa lelah setelah berdiri sepanjang hari di acara konser.,Medium
Saya merasa sedikit tidak nyaman di leher setelah duduk terlalu lama tanpa bergerak.,Low
Orang ini merasa matanya sedikit gatal setelah terkena debu saat bekerja di kebun.,Low
Seorang anak merasa sedikit pegal di kaki setelah bermain di taman seharian.,Low
Orang ini merasa tenggorokannya kering setelah berbicara panjang di acara komunitas.,Low
Seorang pria merasa pegal ringan di punggung setelah membawa tas ransel berat sepanjang hari.,Low
Orang ini merasa kulitnya sedikit kering setelah berenang di kolam dengan air berkaporit.,Low
Seorang wanita merasa sedikit tidak nyaman di pergelangan tangan setelah mengetik sepanjang hari.,Low
Orang ini merasa sedikit pusing setelah menghabiskan waktu lama di ruangan yang panas.,Low
Korban kebakaran hutan ditemukan dengan luka bakar serius situasi sangat kritis.,High
Ledakan di depot minyak menyebabkan banyak pekerja terluka parah akibat percikan api.,High
Korban tabrakan motor dan truk ditemukan tidak sadarkan diri dengan cedera kepala berat.,High
Seorang bayi tidak bernapas setelah tersedak makanan di rumah segera kirim bantuan.,High
Ada kebakaran besar di sekolah dasar beberapa murid terjebak di dalam kelas.,High
Korban kecelakaan pesawat ditemukan dengan luka bakar serius akibat kebakaran.,High
Orang ini mengalami serangan stroke mendadak di pusat perbelanjaan kondisinya memburuk.,High
Seorang pria terjepit di bawah alat berat di lokasi konstruksi membutuhkan evakuasi segera.,High
Seorang wanita mengalami luka ringan di tangan akibat terkena benda tajam saat memasak.,Medium
Orang ini merasa sakit kepala setelah berada di tempat bising tanpa istirahat sepanjang hari.,Medium
Seorang anak mengeluh nyeri ringan di pergelangan kaki setelah bermain di taman bermain.,Medium
Orang ini merasa mual ringan setelah makan terlalu banyak makanan berminyak di warung.,Medium
Seorang pria merasa nyeri di bahu setelah mengangkat beban berat tanpa pemanasan.,Medium
Orang ini merasa pusing setelah berada di ruang tertutup tanpa ventilasi selama beberapa jam.,Medium
Seorang wanita mengalami ruam kecil di kulit akibat alergi makanan ringan.,Medium
Orang ini merasa lelah setelah berjalan jauh tanpa istirahat sepanjang hari.,Medium
Saya merasa sedikit tidak nyaman di punggung setelah tidur dalam posisi salah semalam.,Low
Orang ini merasa matanya kering setelah bekerja di depan layar komputer sepanjang hari.,Low
Seorang anak merasa tenggorokannya gatal setelah makan makanan pedas di pesta.,Low
Orang ini merasa sedikit pegal di bahu setelah membawa tas berat sepanjang perjalanan.,Low
Seorang wanita merasa kulitnya gatal ringan setelah terkena debu saat membersihkan rumah.,Low
Orang ini merasa sedikit tidak nyaman di kaki setelah berjalan lama di taman kota.,Low
Seorang pria merasa lelah ringan setelah berdiri sepanjang hari di konferensi.,Low
Orang ini merasa tenggorokannya kering setelah berbicara terlalu lama dalam rapat.,Low
Ada ledakan besar di pabrik petrokimia banyak korban terluka parah akibat kebakaran.,High
Korban kecelakaan kapal ditemukan tidak bernapas setelah terjebak di bawah air.,High
Seorang anak tersedak dan tidak memberikan respons situasi sangat mendesak.,High
Korban tabrakan truk di jalan tol ditemukan dengan pendarahan berat di bagian kepala.,High
Seorang pria terjebak di bawah reruntuhan akibat longsor membutuhkan bantuan segera.,High
Ada kebakaran besar di gedung apartemen banyak penghuni terjebak dan mengalami sesak napas.,High
Seorang pria mengalami serangan epilepsi mendadak di tengah jalan segera kirim ambulans.,High
Korban kecelakaan kereta api ditemukan tidak sadar dengan luka bakar serius.,High
Seorang wanita mengeluhkan sakit kepala berat setelah bekerja di bawah cahaya terang sepanjang hari.,Medium
Orang ini merasa nyeri ringan di punggung setelah mengangkat beban berat di rumah.,Medium
Seorang anak terluka ringan di lutut setelah bermain lompat tali di taman.,Medium
Orang ini merasa mual setelah makan makanan berminyak di pesta ulang tahun.,Medium
Seorang pria merasa sedikit pegal di kaki setelah seharian berjalan tanpa istirahat.,Medium
Setelah berada terlalu lama di ruangan dengan ventilasi buruk orang ini merasa pusing berat mual dan kesulitan bernapas.,High
Seorang wanita mengalami ruam kecil di tangan setelah menggunakan deterjen baru.,Medium
Orang ini merasa pusing setelah berdiri lama saat upacara.,Medium
Saya merasa sedikit tidak nyaman di leher setelah duduk sepanjang hari tanpa sandaran.,Low
Orang ini merasa matanya kering setelah membaca buku di tempat yang kurang pencahayaan.,Low
Seorang anak merasa tenggorokannya kering setelah bermain di taman yang berdebu.,Low
Orang ini merasa punggungnya sangat pegal dan kesulitan bergerak setelah mengangkat benda berat di rumah.,High
Seorang pria merasa kulitnya kering setelah berenang di kolam dengan air kaporit.,Low
Setelah mencoba makanan baru di restoran lokal orang ini merasa sangat mual dan hampir muntah.,Low
Seorang wanita merasa tenggorokannya kering setelah berbicara panjang di acara keluarga.,Low
Orang ini merasa pegal ringan di tangan setelah mengetik sepanjang malam untuk menyelesaikan tugas.,Low
Korban kecelakaan tabrakan di jalan tol mengalami patah tulang dan pendarahan hebat.,High
Seorang anak tenggelam di sungai saat bermain dan tidak memberikan respons saat diangkat.,High
Ada kebakaran di gedung perkantoran banyak karyawan terjebak di lantai atas.,High
Seorang pria ditemukan tidak bernapas setelah tersengat listrik di tempat kerja.,High
Ledakan di stasiun kereta menyebabkan banyak penumpang terluka parah akibat pecahan kaca.,High
Orang ini terjebak di dalam mobil yang tenggelam setelah kecelakaan di jembatan.,High
Korban longsor di pedesaan ditemukan dengan luka serius di kepala dan dada.,High
Ada kebakaran besar di kapal tanker awak kapal mengalami luka bakar serius.,High
Orang ini mengeluhkan sakit di lutut setelah bermain tenis tanpa pemanasan.,Medium
Seorang wanita merasa mual setelah mencoba makanan laut di restoran baru.,Medium
Orang ini terluka kecil di jari akibat terpeleset saat mencuci piring.,Medium
Seorang anak mengalami bengkak di pergelangan tangan setelah terjatuh dari sepeda.,Medium
Orang ini merasa sakit kepala intens setelah menghabiskan waktu di ruangan ber-AC sepanjang hari.,Medium
Seorang pria mengalami nyeri ringan di bahu setelah mengangkat koper berat saat bepergian.,Medium
Orang ini merasa sangat pusing dan hampir jatuh setelah berdiri terlalu cepat seperti kepala berputar.,High
Seorang wanita merasa pegal ringan di kaki setelah berdiri sepanjang hari di toko.,Medium
Saya merasa sedikit tidak nyaman di punggung setelah duduk di sofa keras sepanjang malam.,Low
Orang ini merasa matanya kering setelah menonton televisi sepanjang hari.,Low
Seorang anak merasa tenggorokannya gatal setelah makan makanan pedas di rumah temannya.,Low
Orang ini merasa sedikit lelah setelah berjalan jauh di taman tanpa istirahat.,Low
Seorang pria merasa kulitnya sedikit gatal setelah bekerja di kebun sepanjang sore.,Low
Orang ini merasa sedikit mual setelah makan makanan manis dalam jumlah besar.,Low
Seorang wanita merasa tenggorokannya sedikit sakit setelah berbicara lama di telepon.,Low
Orang ini merasa pegal ringan di leher setelah tidur dalam posisi yang tidak biasa.,Low
Orang ini mengalami luka robek di tangan akibat pecahan kaca saat membersihkan jendela.,Medium
Seorang wanita merasa nyeri hebat di punggung setelah mengangkat benda berat tanpa bantuan.,Medium
Orang ini terluka akibat jatuh dari tangga dengan memar di punggung dan lengan.,Medium
Seorang anak mengalami luka gores yang dalam di lutut setelah terjatuh dari sepeda motor.,Medium
Orang ini mengalami cedera ringan di pergelangan tangan setelah terpeleset di kamar mandi.,Medium
Seorang pria mengalami rasa panas di kulit setelah terkena percikan minyak panas saat memasak.,Medium
Orang ini mengalami nyeri dada ringan setelah bermain olahraga intens tanpa istirahat.,Medium
Seorang wanita merasa sakit di perut bawah selama beberapa jam tanpa membaik.,Medium
"Tolong cepat! Ada kecelakaan mobil besar di depan rumah saya, seorang pria terjepit di dalam mobil dan tidak bisa bergerak. Banyak darah keluar, tolong kirim ambulans secepatnya, dia pingsan dan saya khawatir dia tidak bisa bertahan lama!",High
"Anak saya kejang-kejang dan tidak bisa bernapas dengan normal, tolong datang segera. Dia semakin lemah dan saya takut dia tidak bisa bertahan lama. Mohon bantuan cepat!",High
"Saya sedang pusing dan mual, tubuh saya terasa sangat lemas dan saya merasa semakin buruk. Bisa tolong kirim ambulans untuk memeriksa saya? Saya khawatir ini bisa lebih buruk.",Medium
"Suami saya jatuh dari tangga dan mengeluh sakit di bagian punggung bawah. Dia bisa bergerak sedikit, tapi tampaknya kesakitan sekali. Bisa kirim ambulans untuk pemeriksaan lebih lanjut?",Medium
"Saya sedikit pusing dan merasa kelelahan setelah bekerja seharian, apakah bisa ada ambulans yang datang untuk memeriksa saya? Mungkin hanya butuh istirahat.",Low
Saya melihat seorang pengendara motor tertabrak mobil dan terjatuh keras ke jalan. Dia tidak sadar dan berdarah dari kepala. Tolong kirim ambulans segera!,High
Tadi saya terpeleset di kamar mandi dan lutut saya sakit. Bisa datang untuk memeriksa dan mungkin memberikan obat penghilang rasa sakit?,Low
"Pacar saya pingsan setelah muntah-muntah, tidak bisa dibangunkan. Dia sangat lemah dan tidak sadar, tolong kirim ambulans sekarang juga!",High
Saya merasa nyeri dada dan kesulitan bernapas. Bisa tolong kirim ambulans? Saya khawatir ini serangan jantung.,High
"Anak saya terjatuh dari sepeda, kakinya bengkak dan dia tidak bisa berdiri. Saya rasa ini hanya luka ringan, tapi lebih baik diperiksa.",Medium
"Bapak saya tiba-tiba merasa pusing dan muntah. Wajahnya pucat, tolong segera kirim ambulans.",High
"Ada seseorang yang jatuh dari jembatan, darahnya banyak sekali. Bisa kirim ambulans secepatnya?",High
"Ibu saya sakit kepala sangat parah, hampir tidak bisa membuka mata. Bisa tolong kirim ambulans?",Medium
"Tadi ada yang jatuh dari tangga, tangan kiri beliau patah dan ada perdarahan, mohon segera kirim ambulans",High
"Seseorang tiba-tiba pingsan di pasar, saya takut dia sudah tidak sadar lagi, mohon kirim ambulans",High
"Saya terjatuh di kolam renang dan kaki saya terasa sakit sekali, saya bisa bergerak, tapi sangat kesakitan.",Medium
"Anak saya baru saja mengalami kecelakaan saat bermain sepeda, dia mengeluh sakit di bagian kepala dan leher.",Medium
"Ibu saya demam tinggi dan menggigil. Mungkin hanya flu, tapi bisa kirim ambulans untuk memeriksa?",Low
Saya merasa lemas sekali dan tidak bisa bernapas dengan normal. Saya butuh ambulans segera!,High
"Ada orang terjatuh di jalan raya, dia tidak sadar dan banyak berdarah. Tolong kirim ambulans dengan cepat!",High
Tadi saya jatuh dari sepeda dan tangan saya bengkak. Bisa tolong datang dan memeriksa?,Low
"Seseorang baru saja pingsan di depan saya, darah keluar dari mulutnya, saya takut ini kondisi kritis, mohon kirim ambulans",High
Saya merasa pusing dan perut saya mual. Bisa tolong kirim ambulans? Saya merasa ini bisa semakin buruk.,Medium
"Saya sedang dalam perjalanan pulang dan tiba-tiba merasa pusing, tapi bisa berjalan. Bisa tolong kirim ambulans?",Low
"Pacar saya tiba-tiba jatuh dan pingsan, tidak bisa diajak bicara. Tolong segera kirim ambulans.",High
"Teman saya mengalami kecelakaan dan terjatuh dari motor. Dia masih sadar, tapi tampaknya terluka parah.",Medium
Saya merasa sesak nafas dan dada saya terasa berat. Bisa tolong kirim ambulans?,High
"Ada orang yang jatuh dan terbentur kepala, dia tidak bisa bergerak, mohon segera kirim ambulans!",High
"Saya melihat seorang pria pingsan di jalanan, banyak orang berkerumun di sekitarnya. Bisa tolong kirim ambulans?",High
"Kaki saya terkilir dan sangat sakit, tapi saya masih bisa bergerak sedikit, apakah ambulans perlu datang?",Low
"Seseorang tiba-tiba pingsan setelah mengeluh sesak napas, tolong kirim ambulans cepat!",High
"Saya terjatuh dan merasakan nyeri di perut saya, apakah bisa kirim ambulans untuk pemeriksaan?",Medium
"Suami saya mual dan pusing, dia juga berkeringat dingin, saya khawatir ini adalah gejala serangan jantung.",High
"Teman saya jatuh dari pohon, tangannya terkilir dan kepalanya terhantam, bisa kirim ambulans?",Medium
Anak saya terluka di lutut dan dia menangis kesakitan. Bisa tolong kirim ambulans untuk memeriksa?,Low
"Tolong cepat! Ada kecelakaan mobil besar di depan rumah saya, seorang pria terjepit di dalam mobil dan tidak bisa bergerak. Banyak darah keluar, tolong kirim ambulans secepatnya, dia pingsan dan saya khawatir dia tidak bisa bertahan lama!",High
"Anak saya kejang-kejang dan tidak bisa bernapas dengan normal, tolong datang segera. Dia semakin lemah dan saya takut dia tidak bisa bertahan lama. Mohon bantuan cepat!",High
"Saya sedang pusing dan mual, tubuh saya terasa sangat lemas dan saya merasa semakin buruk. Bisa tolong kirim ambulans untuk memeriksa saya? Saya khawatir ini bisa lebih buruk.",Medium
"Suami saya jatuh dari tangga dan mengeluh sakit di bagian punggung bawah. Dia bisa bergerak sedikit, tapi tampaknya kesakitan sekali. Bisa kirim ambulans untuk pemeriksaan lebih lanjut?",Medium
"Saya sedikit pusing dan merasa kelelahan setelah bekerja seharian, apakah bisa ada ambulans yang datang untuk memeriksa saya? Mungkin hanya butuh istirahat.",Low
Saya melihat seorang pengendara motor tertabrak mobil dan terjatuh keras ke jalan. Dia tidak sadar dan berdarah dari kepala. Tolong kirim ambulans segera!,High
Tadi saya terpeleset di kamar mandi dan lutut saya sakit. Bisa datang untuk memeriksa dan mungkin memberikan obat penghilang rasa sakit?,Low
"Pacar saya pingsan setelah muntah-muntah, tidak bisa dibangunkan. Dia sangat lemah dan tidak sadar, tolong kirim ambulans sekarang juga!",High
Saya merasa nyeri dada dan kesulitan bernapas. Bisa tolong kirim ambulans? Saya khawatir ini serangan jantung.,High
"Anak saya terjatuh dari sepeda, kakinya bengkak dan dia tidak bisa berdiri. Saya rasa ini hanya luka ringan, tapi lebih baik diperiksa.",Medium
"Bapak saya tiba-tiba merasa pusing dan muntah. Wajahnya pucat, tolong segera kirim ambulans.",High
"Ada seseorang yang jatuh dari jembatan, darahnya banyak sekali. Bisa kirim ambulans secepatnya?",High
"Ibu saya sakit kepala sangat parah, hampir tidak bisa membuka mata. Bisa tolong kirim ambulans?",Medium
"Tadi ada yang jatuh dari tangga, tangan kiri beliau patah dan ada perdarahan, mohon segera kirim ambulans",High
"Seseorang tiba-tiba pingsan di pasar, saya takut dia sudah tidak sadar lagi, mohon kirim ambulans",High
"Saya terjatuh di kolam renang dan kaki saya terasa sakit sekali, saya bisa bergerak, tapi sangat kesakitan.",Medium
"Anak saya baru saja mengalami kecelakaan saat bermain sepeda, dia mengeluh sakit di bagian kepala dan leher.",Medium
"Ibu saya demam tinggi dan menggigil. Mungkin hanya flu, tapi bisa kirim ambulans untuk memeriksa?",Low
Saya merasa lemas sekali dan tidak bisa bernapas dengan normal. Saya butuh ambulans segera!,High
"Ada orang terjatuh di jalan raya, dia tidak sadar dan banyak berdarah. Tolong kirim ambulans dengan cepat!",High
Tadi saya jatuh dari sepeda dan tangan saya bengkak. Bisa tolong datang dan memeriksa?,Low
"Seseorang baru saja pingsan di depan saya, darah keluar dari mulutnya, saya takut ini kondisi kritis, mohon kirim ambulans",High
Saya merasa pusing dan perut saya mual. Bisa tolong kirim ambulans? Saya merasa ini bisa semakin buruk.,Medium
"Saya sedang dalam perjalanan pulang dan tiba-tiba merasa pusing, tapi bisa berjalan. Bisa tolong kirim ambulans?",Low
"Pacar saya tiba-tiba jatuh dan pingsan, tidak bisa diajak bicara. Tolong segera kirim ambulans.",High
"Teman saya mengalami kecelakaan dan terjatuh dari motor. Dia masih sadar, tapi tampaknya terluka parah.",Medium
Saya merasa sesak nafas dan dada saya terasa berat. Bisa tolong kirim ambulans?,High
"Ada orang yang jatuh dan terbentur kepala, dia tidak bisa bergerak, mohon segera kirim ambulans!",High
"Saya melihat seorang pria pingsan di jalanan, banyak orang berkerumun di sekitarnya. Bisa tolong kirim ambulans?",High
"Kaki saya terkilir dan sangat sakit, tapi saya masih bisa bergerak sedikit, apakah ambulans perlu datang?",Low
"Seseorang tiba-tiba pingsan setelah mengeluh sesak napas, tolong kirim ambulans cepat!",High
"Saya terjatuh dan merasakan nyeri di perut saya, apakah bisa kirim ambulans untuk pemeriksaan?",Medium
"Suami saya mual dan pusing, dia juga berkeringat dingin, saya khawatir ini adalah gejala serangan jantung.",High
"Teman saya jatuh dari pohon, tangannya terkilir dan kepalanya terhantam, bisa kirim ambulans?",Medium
Anak saya terluka di lutut dan dia menangis kesakitan. Bisa tolong kirim ambulans untuk memeriksa?,Low
"Ada seseorang pingsan di jalan dan tidak bergerak sama sekali, darah mengalir dari mulutnya. Tolong kirim ambulans sekarang!",High
Saya merasa sangat mual dan hampir pingsan setelah makan. Bisa kirim ambulans untuk memeriksa?,Medium
"Ibu saya tersandung dan jatuh, dia mengeluh sakit di tangan dan pergelangan kaki, namun dia masih bisa berbicara.",Medium
Suami saya mulai merasa sangat pusing dan sesak napas. Bisa tolong kirim ambulans?,High
"Anak saya terjatuh dari tempat tidur, dia menangis dan memegang tangan. Bisa kirim ambulans?",Low
"Saya tiba-tiba merasa pusing, dada berdebar kencang, dan agak kesulitan bernapas. Bisa kirim ambulans?",High
"Saya mengalami kecelakaan kecil dan tergores di lengan, tidak ada pendarahan parah, tapi sakit. Bisa kirim ambulans?",Low
"Ada seorang pria di pinggir jalan, dia jatuh dan tidak bisa bergerak. Sepertinya ada patah tulang. Mohon kirim ambulans secepatnya.",High
"Seorang wanita pingsan di rumah saya, napasnya terputus-putus. Bisa kirim ambulans?",High
"Tadi saya jatuh dari sepeda, lutut saya bengkak. Tapi saya masih bisa berjalan meskipun agak kesakitan.",Medium
"Anak saya mengalami kejang-kejang, saya panik! Tolong kirim ambulans sekarang!",High
"Kakek saya jatuh dari kursi roda, dia mengeluh sakit di punggung dan kesulitan bernapas. Bisa kirim ambulans?",High
"Suami saya merasa pusing dan lemas, dia bilang bisa merasa sakit di dada. Bisa kirim ambulans?",High
"Saya merasa pusing dan sedikit mual, tapi masih bisa berdiri dan berjalan. Bisa kirim ambulans untuk cek kesehatan saya?",Low
Ada kecelakaan motor di depan rumah saya. Pengendara terjatuh dan tidak bisa bergerak. Bisa segera kirim ambulans?,High
"Saya terjatuh dari tangga dan pergelangan kaki saya terkilir, sangat sakit. Bisa kirim ambulans?",Medium
"Saya merasa nyeri di bagian perut, mual, dan pusing. Mungkin keracunan makanan. Bisa kirim ambulans?",Medium
Saya kesulitan bernapas dan dada terasa sakit. Saya sangat khawatir ini serangan jantung. Bisa kirim ambulans?,High
"Seorang anak terjatuh di taman, dia menangis dan lututnya terluka. Bisa kirim ambulans?",Low
Bapak saya pingsan setelah mengeluh pusing. Bisa kirim ambulans sekarang?,High
"Saya merasa sangat lemas, mual, dan pusing setelah berolahraga. Bisa kirim ambulans?",Low
"Ada kecelakaan mobil, dua orang terluka parah. Satu tidak bisa bergerak dan tergeletak di jalan, tolong kirim ambulans secepatnya!",High
"Saya terjatuh di kamar mandi dan punggung saya terasa sangat sakit, tapi saya masih bisa bergerak sedikit.",Medium
"Anak saya jatuh dari sepeda, tangannya terkilir. Bisa kirim ambulans?",Low
"Ada orang di dekat saya yang terjatuh dan tidak bisa bangun, ada banyak darah di sekitar tubuhnya.",High
"Saya merasa sangat lemah, pusing, dan sepertinya darah saya menurun, tolong kirim ambulans.",Medium
"Kaki saya terkilir setelah melangkah di lantai yang licin. Saya bisa berjalan pelan, bisa kirim ambulans?",Low
"Ada kecelakaan di depan, seorang pria terjatuh dan tidak bergerak. Kami sudah berusaha membangunkannya, tapi tidak bisa. Mohon kirim ambulans.",High
Saya merasa sesak napas dan dada terasa sangat berat. Bisa kirim ambulans sekarang?,High
"Ada seorang wanita pingsan di kantor, napasnya sangat pelan. Tolong segera kirim ambulans.",High
"Ada orang kesurupan dan kejang-kejang di pasar, bisa kirim ambulans untuk menolong?",Medium
"Saya merasa sangat pusing, mual, dan punggung saya sakit. Mungkin efek kelelahan, bisa kirim ambulans untuk pemeriksaan?",Low
"Seorang wanita jatuh di pasar dan dia tidak bisa berdiri, bisa kirim ambulans?",Medium
Ada kecelakaan sepeda motor di depan rumah saya. Sepertinya pengendara terluka parah dan tidak sadar. Bisa kirim ambulans?,High
"Kaki saya sangat sakit setelah terkilir, tapi saya masih bisa bergerak meskipun dengan kesulitan.",Low
"Ibu saya merasa sangat lemah dan sesak napas, dia sulit untuk berbicara. Bisa kirim ambulans?",High
"Saya merasa sangat mual dan pusing, takut ini keracunan makanan. Bisa kirim ambulans?",Medium
Seorang wanita terjatuh di depan pintu dan tidak bisa bangun. Ada banyak darah di wajahnya. Tolong kirim ambulans sekarang!,High
