Text,Label
orang ini terluka ringan di lutut akibat terpeleset di lantai basah,Medium
seorang wanita mengalami ruam di tangan setelah mencuci menggunakan deterjen baru,Medium
orang ini mengeluhkan nyeri ringan di bahu setelah mencoba mengangkat benda berat,Medium
saya merasa sedikit tidak nyaman di punggung setelah duduk terlalu lama di kursi keras,Low
orang ini jatuh dari pohon kaki dan punggungnya terkilir,Medium
seorang pria merasa kulitnya kering setelah terpapar ac sepanjang hari,Low
orang ini merasa sedikit gatal di tangan setelah menyentuh tanaman liar,Low
seorang anak tenggorokannya sakit setelah minum minuman kemasan di warung,Low
orang ini merasa pegal di kaki setelah berdiri lama di keramaian,Low
seorang wanita merasa sedikit tidak nyaman di bahu setelah tidur dalam posisi yang salah,Low
orang ini merasa nyeri ringan di jari akibat mengetik sepanjang malam,Low
seorang pria terjebak di dalam mobil yang terendam air setelah kecelakaan di jembatan,High
ada kebakaran besar di pabrik tekstil banyak pekerja terluka dan terjebak,High
ledakan tabung bahan bakar menyebabkan luka bakar serius pada penduduk sekitar,High
korban tabrakan motor dengan truk ditemukan dengan pendarahan berat di kepala,High
orang ini tersedak makanan besar dan tidak bisa bernapas situasi sangat darurat,High
ada insiden kebakaran di gedung perkantoran dengan banyak orang terjebak di dalam,High
seorang anak ditemukan tidak sadar setelah terjatuh dari ketinggian di taman bermain,High
korban longsor terjebak di bawah reruntuhan rumah membutuhkan bantuan segera,High
seorang wanita mengeluhkan nyeri di lutut setelah terpeleset di tangga basah,Medium
orang ini merasa pusing berat setelah berada di ruangan penuh asap terlalu lama,Medium
seorang pria mengalami luka kecil di tangan setelah bekerja dengan alat tajam,Medium
orang ini mengeluhkan sakit kepala parah setelah tidak tidur selama dua hari berturutturut,Medium
seorang anak mengalami luka gores di siku setelah terjatuh saat berlari di taman,Medium
orang ini merasa nyeri ringan di punggung setelah membawa beban berat sepanjang hari,Medium
seorang wanita merasa sedikit mual setelah makan makanan pedas di acara keluarga,Medium
orang ini mengalami kram ringan di kaki setelah bermain olahraga tanpa pemanasan,Medium
saya merasa sedikit pegal di bahu setelah tidur di posisi yang salah,Low
orang ini merasa lelah ringan setelah berolahraga,Low
seorang anak merasa tenggorokannya kering setelah bermain sepak bola di lapangan berdebu,Low
orang ini merasa sedikit gatal di kulit setelah menggunakan produk pembersih baru,Low
seorang wanita merasa nyeri ringan di pergelangan tangan setelah mengetik sepanjang hari,Low
orang ini merasa sedikit tidak nyaman di punggung setelah bekerja di meja sepanjang hari,Low
seorang pria merasa matanya lelah setelah menonton tv tanpa henti selama beberapa jam,Low
orang ini merasa sedikit tidak enak badan setelah makan makanan yang terlalu berminyak,Low
korban kecelakaan kereta ditemukan tidak sadar dengan luka serius di kepala,High
ada ledakan di fasilitas penyimpanan bahan bakar beberapa pekerja mengalami luka bakar berat,High
seorang bayi tidak bernapas setelah tenggelam di bak mandi segera kirim bantuan,High
orang ini tersedak benda kecil dan tidak menunjukkan tandatanda pernapasan,High
ada kebakaran besar di asrama mahasiswa beberapa orang terjebak di lantai atas,High
seorang pria ditemukan tidak sadar di lokasi konstruksi setelah tertimpa alat berat,High
korban longsor membutuhkan evakuasi segera dari bawah timbunan tanah,High
orang ini mengalami kejangkejang di tengah jalan situasi sangat mendesak,High
orang ini mengalami luka kecil di dahi setelah terjatuh di lantai basah,Medium
seorang anak mengalami nyeri ringan di pergelangan tangan setelah bermain ayunan,Medium
orang ini mengeluhkan sakit kepala parah setelah menghabiskan waktu lama di ruangan pengap,Medium
seorang pria merasa mual setelah makan makanan yang terlalu pedas,Medium
orang ini terluka ringan di lutut setelah terjatuh di jalan berbatu,Medium
seorang wanita mengalami ruam ringan di tangan setelah menggunakan lotion baru,Medium
orang ini merasa nyeri ringan di punggung setelah berdiri lama di konser,Medium
seorang anak merasa sedikit tidak nyaman di perut setelah makan terlalu banyak permen,Medium
setelah seharian berjalan di pusat perbelanjaan kaki saya terasa sangat sakit dan sulit untuk melangkah,Medium
orang ini merasa matanya lelah setelah membaca dalam pencahayaan yang buruk,Low
seorang pria merasa tenggorokannya gatal setelah berbicara dalam waktu lama,Low
orang ini merasa sedikit mual dan pusing setelah mencoba makanan baru yang terlalu asin,Medium
seorang wanita merasa nyeri ringan di bahu setelah mengangkat tas berat sepanjang hari,Low
orang ini merasa sedikit tidak nyaman di pergelangan kaki setelah berolahraga tanpa pemanasan,Low
seorang anak merasa kulitnya gatal ringan setelah bermain di taman berdebu,Low
orang ini merasa sedikit tidak nyaman di punggung setelah tidur di sofa kecil,Low
seorang pria terjebak di bawah mobil setelah tabrakan di jalan tol kondisinya kritis,High
ada ledakan besar di pabrik bahan kimia banyak pekerja mengalami luka bakar serius,High
korban tabrakan kendaraan ditemukan tidak bernapas dengan luka parah di dada,High
seorang bayi tersedak mainan kecil dan tidak dapat bernapas segera kirim ambulans,High
ada kebakaran besar di pusat perbelanjaan banyak pelanggan membutuhkan evakuasi,High
korban longsor ditemukan tidak sadar di bawah reruntuhan rumah,High
orang ini mengalami serangan epilepsi di tempat umum segera lakukan tindakan darurat,High
korban kecelakaan pesawat kecil ditemukan dengan luka bakar serius segera kirim bantuan,High
seorang anak terjatuh dari kursi tinggi dan mengalami nyeri ringan di kepala,Medium
orang ini mengeluhkan sakit punggung setelah mengangkat barang berat di tempat kerja,Medium
seorang pria merasa pusing berat setelah berdiri lama di bawah terik matahari,Medium
orang ini terluka ringan di tangan setelah mencoba memotong benda keras dengan pisau,Medium
seorang wanita merasa mual setelah makan makanan pedas saat makan siang,Medium
orang ini mengalami nyeri ringan di pergelangan kaki setelah bermain basket,Medium
seorang anak mengeluh tenggorokannya gatal setelah minum air dingin,Medium
orang ini merasa nyeri ringan di punggung setelah duduk terlalu lama di kursi kecil,Medium
saya merasa pegal ringan di tangan setelah mengetik sepanjang malam untuk menyelesaikan laporan,Low
setelah berjalanjalan seharian di taman hiburan orang ini merasa sangat haus,Low
seorang wanita merasa kulitnya kering setelah berada di ruangan dengan ac sepanjang hari,Low
orang ini merasa sedikit gatal di kulit setelah menggunakan sabun baru di kamar mandi,Low
seorang pria merasa sedikit tidak nyaman di kaki setelah memakai sepatu yang terlalu kecil,Low
orang ini merasa matanya lelah setelah menatap layar komputer tanpa jeda selama berjamjam,Low
seorang lansia pingsan setelah kelelahan bekerja,Medium
orang ini merasa sedikit pusing setelah tidak makan seharian,Low
korban kecelakaan di jalan tol ditemukan dengan banyak luka serius dan tidak sadarkan diri,High
ada kebakaran besar di hotel dengan penghuni terjebak di lantai atas membutuhkan bantuan segera,High
ledakan di laboratorium kimia menyebabkan luka bakar parah pada beberapa peneliti,High
orang ini ditemukan tidak bernapas setelah terjebak dalam kebakaran besar,High
korban longsor ditemukan dengan cedera kepala serius segera kirim bantuan,High
ada tabrakan kapal nelayan di laut banyak korban terlempar ke air dan membutuhkan evakuasi,High
seorang anak tersedak mainan kecil tidak menunjukkan respons segera lakukan tindakan darurat,High
korban kecelakaan pesawat ditemukan dengan luka bakar serius dan membutuhkan bantuan segera,High
orang ini merasa sakit kepala intens setelah bekerja di depan komputer tanpa jeda,Medium
seorang anak terjatuh dari sepeda dan mengalami luka ringan di siku,Medium
orang ini mengeluhkan nyeri di punggung bawah setelah berdiri terlalu lama di tempat kerja,Medium
seorang pria merasa pusing ringan setelah tidak makan sepanjang hari,Medium
orang ini mengalami luka kecil di tangan akibat mencoba membuka botol dengan alat tajam,Medium
seorang wanita merasa nyeri ringan di bahu setelah membawa tas berat di bahunya sepanjang hari,Medium
orang ini mengeluhkan mual setelah mengonsumsi makanan yang terlalu berminyak,Medium
seorang anak mengeluhkan tenggorokannya terasa gatal setelah makan makanan asin,Medium
saya merasa sedikit tidak nyaman di punggung setelah duduk terlalu lama tanpa bergerak,Low
orang ini merasa lelah ringan setelah berjalan sepanjang hari di pasar,Low
seorang wanita merasa kulitnya kering setelah menggunakan sabun yang terlalu keras,Low
orang ini merasa matanya lelah setelah membaca selama berjamjam tanpa istirahat,Low
seorang anak merasa tenggorokannya kering setelah bermain di luar ruangan di cuaca panas,Low
orang ini merasa sedikit pusing setelah menghabiskan waktu di ruangan dengan ventilasi buruk,Low
seorang pria merasa sedikit tidak nyaman di kaki setelah mengenakan sepatu baru seharian,Low
orang ini merasa pegal ringan di tangan setelah bekerja mengetik sepanjang hari,Low
ada insiden kebakaran besar di apartemen beberapa orang melompat dari jendela untuk menyelamatkan diri,High
seorang pria ditemukan tidak sadarkan diri di jalan setelah kecelakaan parah,High
korban tabrakan kereta dengan mobil ditemukan dalam kondisi kritis dan membutuhkan ambulans segera,High
ledakan besar di stasiun kereta menyebabkan banyak korban luka bakar serius,High
korban longsor terjebak di bawah reruntuhan dengan luka serius situasi sangat mendesak,High
orang ini mengalami serangan jantung di tempat kerja dan tidak menunjukkan respons,High
ada kebakaran besar di rumah sakit beberapa pasien tidak dapat dievakuasi dengan cepat,High
seorang anak tersedak dan tidak dapat bernapas segera kirim bantuan darurat,High
seorang wanita merasa sakit punggung setelah mengangkat koper berat selama perjalanan,Medium
orang ini terluka ringan di tangan setelah memotong makanan dengan pisau tumpul,Medium
seorang anak mengeluhkan nyeri di lutut setelah jatuh kecil di halaman sekolah,Medium
orang ini merasa pusing berat setelah berada di ruangan tanpa ventilasi selama beberapa jam,Medium
seorang pria merasa sedikit mual setelah makan makanan pedas saat makan malam,Medium
orang ini mengalami nyeri ringan di bahu setelah bekerja di depan komputer sepanjang hari,Medium
seorang wanita mengalami ruam ringan setelah menggunakan kosmetik baru,Medium
orang ini mengeluhkan sakit kepala yang parah setelah terpapar sinar matahari terlalu lama,Medium
saya merasa sedikit tidak nyaman di kaki setelah berjalan jauh dengan sepatu baru,Low
orang ini merasa pegal ringan di tangan setelah bermain video game sepanjang malam,Low
seorang anak merasa tenggorokannya kering setelah bernyanyi sepanjang hari di sekolah,Low
orang ini merasa matanya lelah setelah membaca buku di cahaya redup,Low
seorang wanita merasa sedikit mual setelah makan makanan yang terlalu manis,Low
orang ini merasa kulitnya kering setelah menghabiskan waktu di ruangan berac,Low
seorang pria merasa lelah ringan setelah berdiri sepanjang hari di acara konser,Low
orang ini merasa sedikit gatal di lengan setelah menyentuh tanaman liar di taman,Low
ada tabrakan kendaraan besar di jalan tol korban ditemukan tidak sadarkan diri,High
korban ledakan di gedung apartemen mengalami luka bakar serius dan membutuhkan bantuan segera,High
seorang anak ditemukan tenggelam di kolam renang umum dan tidak bernapas,High
ledakan tabung gas menyebabkan kebakaran besar di dapur restoran beberapa korban luka parah,High
orang ini tertimpa puingpuing bangunan akibat gempa bumi kondisinya kritis,High
seorang pria mengalami cedera kepala serius setelah terjatuh dari ketinggian di lokasi konstruksi,High
ada kebakaran besar di bioskop banyak penonton terjebak dan mengalami sesak napas,High
korban kecelakaan kereta ditemukan dalam kondisi kritis di dekat perlintasan,High
orang ini merasa nyeri ringan di bagian bahu setelah mengangkat beban berat,Medium
seorang anak terluka ringan di siku setelah terjatuh dari tangga kecil di rumah,Medium
orang ini merasa pusing setelah bekerja terlalu lama tanpa istirahat di depan komputer,Medium
seorang pria mengeluhkan sakit kepala setelah terpapar suara bising sepanjang hari,Medium
orang ini terluka kecil di kaki akibat terpeleset di lantai basah,Medium
seorang wanita mengeluh mual setelah makan makanan berminyak di kantin,Medium
orang ini mengalami ruam kecil di tangan setelah menggunakan produk pembersih baru,Medium
seorang anak merasa lelah setelah bermain seharian di taman bermain lokal,Medium
saya merasa sedikit tidak nyaman di leher setelah tidur dalam posisi yang salah,Low
orang ini merasa matanya kering setelah bekerja dengan layar komputer tanpa jeda,Low
seorang anak merasa gatal di kulitnya setelah bermain di kebun dengan banyak serangga,Low
orang ini merasa sedikit pegal di kaki setelah berjalanjalan sepanjang hari di kebun binatang,Low
seorang wanita merasa lelah ringan setelah berdiri sepanjang hari di pasar malam,Low
seorang pria merasa tenggorokannya kering setelah berbicara tanpa henti selama presentasi kerja,Low
orang ini merasa kulitnya sedikit berminyak setelah terkena matahari sepanjang hari,Low
seorang pria terjebak di bawah truk setelah kecelakaan di jalan tol kondisinya sangat kritis,High
ada kebakaran besar di pabrik kimia banyak pekerja terluka parah akibat ledakan,High
korban kecelakaan pesawat ditemukan dalam kondisi tidak sadar dengan luka bakar serius,High
seorang anak tersedak makanan kecil dan tidak menunjukkan tandatanda pernapasan,High
korban longsor ditemukan di bawah reruntuhan dengan pendarahan berat situasi sangat darurat,High
ada tabrakan bus dan kereta api di perlintasan banyak korban luka berat,High
seorang pria mengalami cedera kepala serius akibat tertimpa alat berat di lokasi konstruksi,High
korban kebakaran rumah sakit tidak dapat bergerak akibat cedera serius membutuhkan evakuasi segera,High
seorang wanita mengeluhkan sakit kepala berat setelah menghabiskan waktu lama di bawah terik matahari,Medium
orang ini merasa mual setelah makan makanan yang terlalu berminyak di restoran cepat saji,Medium
seorang anak mengalami luka ringan di lutut setelah terjatuh saat bermain di taman,Medium
orang ini merasa pusing berat setelah berada di tempat yang sangat bising tanpa istirahat,Medium
seorang pria mengalami nyeri ringan di punggung setelah duduk lama di kursi tanpa penyangga,Medium
orang ini terluka ringan di tangan akibat terpeleset di lantai kamar mandi,Medium
seorang wanita merasa lelah setelah berdiri terlalu lama di acara pernikahan,Medium
orang ini mengalami ruam ringan di lengan setelah menggunakan produk pembersih baru,Medium
saya merasa sedikit pegal di kaki setelah berjalan sepanjang hari di pusat perbelanjaan,Low
orang ini merasa matanya kering setelah membaca terlalu lama di tempat yang redup,Low
seorang anak merasa tenggorokannya gatal setelah makan es krim di cuaca panas,Low
orang ini merasa sedikit tidak nyaman di punggung setelah bekerja sepanjang hari di meja,Low
seorang wanita merasa lelah ringan setelah membantu bersihbersih di rumah sepanjang pagi,Low
orang ini merasa sedikit mual setelah mencoba makanan baru di restoran lokal,Low
seorang pria merasa kulitnya gatal ringan setelah bermain di kebun selama beberapa jam,Low
orang ini merasa sedikit nyeri di bahu setelah membawa ransel berat ke sekolah,Low
korban kebakaran gedung tinggi ditemukan tidak sadarkan diri dengan luka bakar serius,High
ada kecelakaan bus pariwisata di jalan pegunungan banyak penumpang terluka parah,High
korban longsor terjebak dalam reruntuhan selama berjamjam situasi sangat kritis,High
seorang bayi tidak bernapas setelah tersedak susu formula segera kirim ambulans,High
ledakan di stasiun pengisian bahan bakar menyebabkan banyak pekerja terluka berat,High
orang ini tertimpa puingpuing bangunan akibat gempa besar membutuhkan bantuan segera,High
seorang pria ditemukan tidak bernapas setelah serangan jantung di tempat umum,High
ada insiden kebakaran besar di pusat perbelanjaan banyak pelanggan terluka dan sesak napas,High
orang ini merasa pusing berat setelah bekerja tanpa istirahat di ruangan pengap,Medium
seorang wanita terluka ringan di kaki akibat terpeleset di tangga kecil,Medium
seorang anak mengeluhkan nyeri di bahu setelah bermain ayunan terlalu lama,Medium
orang ini mengalami sakit kepala intens setelah seharian bekerja di depan layar komputer,Medium
seorang pria merasa lelah setelah berolahraga tanpa pemanasan yang cukup,Medium
orang ini mengalami nyeri ringan di tangan setelah mencoba membuka toples yang keras,Medium
seorang wanita merasa mual setelah mengonsumsi makanan terlalu pedas di kantin,Medium
orang ini mengalami ruam kecil di lengan setelah mencuci dengan deterjen baru,Medium
saya merasa sedikit tidak nyaman di kaki setelah berjalan tanpa alas kaki di lantai kasar,Low
orang ini merasa lelahdan sesak nafas setelah bekerja berat,Low
seorang anak merasa kulitnya kering setelah berenang di kolam dengan air berkaporit,Low
orang ini merasa pegal ringan di punggung setelah duduk terlalu lama tanpa bergerak,Low
seorang wanita merasa gatal ringan di tangan setelah menyentuh tanaman berbulu,Low
orang ini merasa tenggorokannya sedikit sakit setelah berbicara terlalu lama saat rapat,Low
seorang pria merasa lelah setelah seharian berdiri di festival musik,Low
orang ini merasa sedikit tidak nyaman di bahu setelah membawa tas berat sepanjang perjalanan,Low
korban kecelakaan kapal ditemukan dengan luka serius akibat benturan keras,High
seorang pria tertimpa dahan pohon besar selama badai kondisinya kritis,High
ledakan besar di gudang bahan kimia menyebabkan luka bakar parah pada banyak pekerja,High
seorang anak tidak bernapas setelah tenggelam di sungai membutuhkan bantuan segera,High
ada kebakaran besar di asrama kampus beberapa penghuni terjebak di lantai atas,High
orang ini ditemukan tidak bernapas setelah terjebak dalam kebakaran rumah,High
korban tabrakan mobil ditemukan dengan pendarahan hebat di bagian kepala,High
seorang pria mengalami serangan jantung saat berlari di taman segera kirim ambulans,High
seorang wanita mengeluh nyeri di lutut setelah terjatuh di trotoar yang licin,Medium
orang ini merasa pusing berat setelah berada di ruangan tertutup tanpa ventilasi,Medium
seorang anak mengalami ruam kecil di wajah setelah bermain di taman dengan banyak debu,Medium
orang ini mengeluh sakit punggung setelah mengangkat beban berat di tempat kerja,Medium
seorang pria mengalami mual setelah makan terlalu banyak makanan berminyak,Medium
orang ini merasa nyeri ringan di tangan setelah memotong sayuran dengan pisau kecil,Medium
seorang wanita merasa lelah setelah berdiri sepanjang hari di acara pameran,Medium
orang ini mengalami sakit kepala setelah terpapar sinar matahari terlalu lama,Medium
saya merasa sedikit tidak nyaman di bahu setelah tidur di posisi yang salah,Low
orang ini merasa pegal ringan di kaki setelah berjalan sepanjang hari di pusat perbelanjaan,Low
seorang anak merasa kulitnya kering setelah berenang di kolam air asin,Low
orang ini merasa sedikit tidak enak badan setelah makan makanan pedas semalam,Low
seorang pria merasa tenggorokannya kering setelah berbicara panjang lebar di rapat kerja,Low
orang ini merasa sedikit nyeri di pergelangan kaki setelah bermain bola dengan temanteman,Low
seorang wanita merasa lelah ringan setelah bekerja membersihkan rumah sepanjang hari,Low
orang ini merasa matanya sedikit lelah setelah menatap layar ponsel selama berjamjam,Low
korban kecelakaan helikopter ditemukan dengan luka parah dan membutuhkan bantuan segera,High
ada kebakaran besar di hotel beberapa tamu terjebak di lantai atas dan terluka,High
ledakan di kilang minyak menyebabkan banyak pekerja mengalami luka bakar serius,High
orang ini ditemukan tidak bernapas setelah tertimpa reruntuhan akibat gempa bumi,High
seorang anak tersedak mainan kecil dan tidak memberikan respons situasi sangat kritis,High
korban kecelakaan kereta api ditemukan dengan pendarahan berat di bagian kaki,High
ada kebakaran besar di kapal pesiar banyak penumpang mengalami sesak napas,High
seorang pria mengalami serangan stroke mendadak saat bekerja di kantor,High
orang ini mengeluh nyeri di pergelangan tangan setelah mencoba membuka botol keras,Medium
seorang wanita merasa sakit kepala hebat setelah menatap layar komputer sepanjang hari,Medium
orang ini mengalami luka ringan di kaki akibat terjatuh dari tangga kecil,Medium
seorang pria merasa sedikit mual setelah makan makanan yang terlalu pedas,Medium
orang ini mengalami sakit punggung ringan setelah mengangkat benda berat tanpa persiapan,Medium
seorang wanita mengeluh lelah setelah berdiri sepanjang hari di dapur,Medium
seorang anak mengeluhkan tenggorokan gatal setelah bermain di luar dalam cuaca berdebu,Medium
saya merasa sedikit tidak nyaman di leher setelah tidur terlalu lama di satu posisi,Low
orang ini merasa pegal ringan di tangan setelah mengetik sepanjang malam untuk tugas sekolah,Low
seorang wanita merasa lelah setelah berjalan jauh di pusat kota tanpa istirahat,Low
orang ini merasa matanya kering setelah menggunakan lensa kontak sepanjang hari,Low
seorang pria merasa kulitnya gatal ringan setelah bermain di taman dengan banyak serbuk sari,Low
orang ini merasa sedikit tidak nyaman di punggung setelah duduk di kursi tanpa sandaran,Low
seorang anak merasa pegal ringan di kaki setelah bermain sepak bola sepanjang sore,Low
orang ini merasa sedikit pusing setelah seharian bekerja di bawah lampu terang,Low
seorang pria ditemukan tidak bernapas setelah kecelakaan mobil di jalan tol,High
korban ledakan pabrik ditemukan dengan luka bakar serius situasi sangat mendesak,High
ada kebakaran besar di pusat perbelanjaan banyak pengunjung terjebak dan terluka,High
seorang anak ditemukan tenggelam di sungai tanpa tandatanda pernapasan segera kirim bantuan,High
orang ini tertimpa dinding bangunan yang runtuh akibat gempa besar,High
ada insiden kebakaran di rumah sakit beberapa pasien tidak dapat dievakuasi tepat waktu,High
korban kecelakaan kapal ditemukan tidak sadarkan diri dengan luka serius di kepala,High
seorang pria mengalami serangan jantung saat sedang berjalan di taman,High
orang ini merasa sakit kepala hebat setelah bekerja di ruangan yang terlalu panas,Medium
seorang wanita mengeluhkan nyeri ringan di kaki setelah terjatuh dari tangga kecil,Medium
orang ini mengalami mual setelah makan makanan pedas di restoran lokal,Medium
seorang anak terluka kecil di lutut setelah bermain skateboard di jalanan,Medium
orang ini merasa nyeri ringan di pergelangan tangan setelah mencoba mengangkat benda berat,Medium
seorang pria merasa pusing ringan setelah seharian bekerja tanpa istirahat,Medium
orang ini mengalami sakit punggung setelah mengangkat beban berat tanpa pemanasan,Medium
seorang wanita merasa lelah setelah berdiri sepanjang hari di acara pernikahan keluarga,Medium
saya merasa sedikit tidak nyaman di kaki setelah berjalanjalan di taman sepanjang sore,Low
orang ini merasa matanya kering setelah membaca buku terlalu lama di cahaya redup,Low
seorang anak merasa kulitnya gatal setelah bermain di taman yang berdebu,Low
orang ini merasa sedikit tidak enak badan setelah makan makanan berminyak di warung,Low
seorang pria merasa lelah ringan setelah berjalan jauh tanpa sepatu yang mendukung,Low
orang ini merasa sedikit tidak nyaman di leher setelah tidur dengan bantal yang terlalu tinggi,Low
seorang wanita merasa pegal ringan di bahu setelah membawa tas berat sepanjang hari,Low
orang ini merasa tenggorokannya sedikit kering setelah berbicara lama di konferensi,Low
korban tabrakan kereta dan bus ditemukan dengan luka serius membutuhkan bantuan segera,High
ledakan di gudang bahan bakar menyebabkan banyak pekerja terluka parah akibat kebakaran,High
seorang anak tenggelam di kolam renang umum dan tidak memberikan respons saat dievakuasi,High
ada kebakaran besar di gedung perkantoran banyak karyawan terjebak di dalam,High
orang ini tertimpa runtuhan bangunan setelah longsor kondisinya sangat kritis,High
korban kecelakaan helikopter ditemukan tidak sadarkan diri dengan luka bakar berat,High
seorang pria mengalami kejang mendadak di jalan raya situasi sangat mendesak,High
ada insiden kebakaran di panti jompo banyak penghuni tidak dapat keluar tepat waktu,High
seorang wanita mengalami cedera ringan di pergelangan kaki setelah terpeleset di dapur,Medium
orang ini merasa pusing setelah berada di ruangan tanpa ventilasi selama berjamjam,Medium
seorang pria mengeluh sakit kepala berat setelah bekerja di bawah lampu terang sepanjang hari,Medium
orang ini mengalami luka ringan di jari akibat terpeleset di lantai kamar mandi,Medium
seorang anak mengeluhkan ruam di tangan setelah bermain di taman bermain kotor,Medium
orang ini merasa mual setelah makan makanan berminyak di sebuah restoran,Medium
seorang wanita mengeluhkan sakit ringan di bahu setelah membawa tas yang terlalu berat,Medium
saya merasa sedikit lelah setelah berjalan jauh di kebun binatang sepanjang pagi,Low
orang ini merasa matanya sedikit kering setelah bekerja di depan layar komputer,Low
seorang anak merasa tenggorokannya gatal setelah berlari di bawah terik matahari,Low
orang ini merasa sedikit tidak nyaman di leher setelah menggunakan bantal yang terlalu tinggi,Low
seorang pria merasa pegal ringan di kaki setelah seharian berdiri di tempat kerja,Low
orang ini merasa kulitnya sedikit kering setelah berenang di kolam air asin,Low
seorang wanita merasa tenggorokannya sedikit kering setelah berbicara panjang di acara,Low
orang ini merasa sedikit tidak nyaman di pergelangan tangan setelah bermain tenis,Low
seorang pria ditemukan tidak bernapas setelah kecelakaan serius di jalan tol,High
ledakan di kapal tanker menyebabkan luka bakar parah pada banyak awak kapal,High
korban longsor di desa terpencil membutuhkan evakuasi segera situasi sangat kritis,High
ada kebakaran besar di gedung universitas beberapa mahasiswa terjebak di lantai atas,High
orang ini tertimpa material bangunan saat gempa bumi kondisinya sangat parah,High
korban tabrakan bus pariwisata ditemukan tidak sadarkan diri dengan luka serius,High
seorang anak tenggelam di danau selama piknik keluarga dan tidak memberikan respons,High
korban ledakan di restoran mengalami cedera serius akibat pecahan kaca,High
orang ini merasa nyeri ringan di punggung bawah setelah bekerja seharian di gudang,Medium
seorang wanita mengalami ruam kecil di tangan setelah menggunakan sabun baru,Medium
orang ini merasa pusing setelah berada di ruangan dengan ventilasi buruk selama beberapa jam,Medium
seorang pria terluka kecil di kaki setelah terpeleset di lantai yang licin,Medium
orang ini mengeluhkan sakit kepala ringan setelah terpapar suara bising sepanjang hari,Medium
seorang anak mengalami nyeri di lutut setelah bermain bola dengan temantemannya,Medium
orang ini merasa mual ringan setelah makan makanan pedas di pesta keluarga,Medium
seorang wanita merasa lelah setelah berdiri sepanjang hari di acara konser,Medium
saya merasa sedikit tidak nyaman di leher setelah duduk terlalu lama tanpa bergerak,Low
orang ini merasa matanya sedikit gatal setelah terkena debu saat bekerja di kebun,Low
seorang anak merasa sedikit pegal di kaki setelah bermain di taman seharian,Low
orang ini merasa tenggorokannya kering setelah berbicara panjang di acara komunitas,Low
seorang pria merasa pegal ringan di punggung setelah membawa tas ransel berat sepanjang hari,Low
orang ini merasa kulitnya sedikit kering setelah berenang di kolam dengan air berkaporit,Low
seorang wanita merasa sedikit tidak nyaman di pergelangan tangan setelah mengetik sepanjang hari,Low
orang ini merasa sedikit pusing setelah menghabiskan waktu lama di ruangan yang panas,Low
korban kebakaran hutan ditemukan dengan luka bakar serius situasi sangat kritis,High
ledakan di depot minyak menyebabkan banyak pekerja terluka parah akibat percikan api,High
korban tabrakan motor dan truk ditemukan tidak sadarkan diri dengan cedera kepala berat,High
seorang bayi tidak bernapas setelah tersedak makanan di rumah segera kirim bantuan,High
ada kebakaran besar di sekolah dasar beberapa murid terjebak di dalam kelas,High
korban kecelakaan pesawat ditemukan dengan luka bakar serius akibat kebakaran,High
orang ini mengalami serangan stroke mendadak di pusat perbelanjaan kondisinya memburuk,High
seorang pria terjepit di bawah alat berat di lokasi konstruksi membutuhkan evakuasi segera,High
seorang wanita mengalami luka ringan di tangan akibat terkena benda tajam saat memasak,Medium
orang ini merasa sakit kepala setelah berada di tempat bising tanpa istirahat sepanjang hari,Medium
seorang anak mengeluh nyeri ringan di pergelangan kaki setelah bermain di taman bermain,Medium
orang ini merasa mual ringan setelah makan terlalu banyak makanan berminyak di warung,Medium
seorang pria merasa nyeri di bahu setelah mengangkat beban berat tanpa pemanasan,Medium
orang ini merasa pusing setelah berada di ruang tertutup tanpa ventilasi selama beberapa jam,Medium
seorang wanita mengalami ruam kecil di kulit akibat alergi makanan ringan,Medium
orang ini merasa lelah setelah berjalan jauh tanpa istirahat sepanjang hari,Medium
saya merasa sedikit tidak nyaman di punggung setelah tidur dalam posisi salah semalam,Low
orang ini merasa matanya kering setelah bekerja di depan layar komputer sepanjang hari,Low
seorang anak merasa tenggorokannya gatal setelah makan makanan pedas di pesta,Low
orang ini merasa sedikit pegal di bahu setelah membawa tas berat sepanjang perjalanan,Low
seorang wanita merasa kulitnya gatal ringan setelah terkena debu saat membersihkan rumah,Low
orang ini merasa sedikit tidak nyaman di kaki setelah berjalan lama di taman kota,Low
seorang pria merasa lelah ringan setelah berdiri sepanjang hari di konferensi,Low
orang ini merasa tenggorokannya kering setelah berbicara terlalu lama dalam rapat,Low
ada ledakan besar di pabrik petrokimia banyak korban terluka parah akibat kebakaran,High
korban kecelakaan kapal ditemukan tidak bernapas setelah terjebak di bawah air,High
seorang anak tersedak dan tidak memberikan respons situasi sangat mendesak,High
korban tabrakan truk di jalan tol ditemukan dengan pendarahan berat di bagian kepala,High
seorang pria terjebak di bawah reruntuhan akibat longsor membutuhkan bantuan segera,High
ada kebakaran besar di gedung apartemen banyak penghuni terjebak dan mengalami sesak napas,High
seorang pria mengalami serangan epilepsi mendadak di tengah jalan segera kirim ambulans,High
korban kecelakaan kereta api ditemukan tidak sadar dengan luka bakar serius,High
seorang wanita mengeluhkan sakit kepala berat setelah bekerja di bawah cahaya terang sepanjang hari,Medium
orang ini merasa nyeri ringan di punggung setelah mengangkat beban berat di rumah,Medium
seorang anak terluka ringan di lutut setelah bermain lompat tali di taman,Medium
